agency_id,agency_name,services_offered,affiliated_clients,operating_regions,travel_partners,contact_email,phone_number,website
460,South Sudan Soccer Travel,"South Sudan club logistics, CAF regional tournaments, Youth player scouting","South Sudan Premier League clubs, African teams, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudansoccertravel.com,+211 2 6543 321,https://www.southsudansoccertravel.com
461,Mozambique Soccer Travel,"Mozambique club logistics, CAF Champions League, Youth player scouting","Mozambique Premier League clubs, African teams, FIFA scouts","Mozambique, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@mozambiquesoccertravel.com,+258 2 6543 321,https://www.mozambiquesoccertravel.com
462,Namibia Soccer Travel,"Namibia club logistics, CAF qualifiers, Youth soccer scouting","Namibia Premier League clubs, African teams, FIFA scouts","Namibia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@namibiasoccertravel.com,+264 2 6543 321,https://www.namibiasoccertravel.com
463,Liberia Soccer Travel,"Liberia club logistics, CAF qualifiers, Youth player scouting","Liberia Premier League clubs, West African teams, FIFA scouts","Liberia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@liberiasoccertravel.com,+231 2 6543 321,https://www.liberiasoccertravel.com
464,Sierra Leone Soccer Travel,"Sierra Leone club logistics, CAF Champions League, Youth player scouting","Sierra Leone Premier League clubs, West African teams, FIFA scouts","Sierra Leone, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@sierraleonesoccertravel.com,+232 2 6543 321,https://www.sierraleonesoccertravel.com
465,Madagascar Soccer Travel,"Madagascar club logistics, CAF regional tournaments, Youth soccer scouting","Madagascar Premier League clubs, African teams, FIFA scouts","Madagascar, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@madagascarsoccertravel.com,+261 2 6543 321,https://www.madagascarsoccertravel.com
466,Eswatini (Swaziland) Soccer Travel,"Eswatini club logistics, CAF qualifiers, Youth soccer scouting","Eswatini Premier League clubs, Southern African teams, FIFA scouts","Eswatini (Swaziland), Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@eswatinisoccertravel.com,+268 2 6543 321,https://www.eswatinisoccertravel.com
467,Botswana Soccer Travel,"Botswana club logistics, CAF qualifiers, Youth player scouting","Botswana Premier League clubs, Southern African teams, FIFA scouts","Botswana, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@botswanasoccertravel.com,+267 2 6543 321,https://www.botswanasoccertravel.com
468,Gambia Soccer Travel,"Gambia club logistics, CAF Champions League, Youth player scouting","Gambia Premier League clubs, West African teams, FIFA scouts","Gambia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@gambiasoccertravel.com,+220 2 6543 321,https://www.gambiasoccertravel.com
469,Malawi Youth Soccer Travel,"Malawi youth club logistics, CAF U20 qualifiers, Youth soccer scouting","Malawi Youth League clubs, Southern African teams, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawi-youthsoccertravel.com,+265 2 6543 321,https://www.malawi-youthsoccertravel.com
470,Somalia Soccer Travel,"Somalia club logistics, CAF qualifiers, Youth player scouting","Somalia Premier League clubs, East African teams, FIFA scouts","Somalia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@somaliasoccertravel.com,+252 2 6543 321,https://www.somaliasoccertravel.com
471,Tunisia Soccer Travel,"Tunisia club logistics, CAF Champions League, Youth player scouting","Espérance de Tunis, Club Africain, Étoile du Sahel, FIFA scouts","Tunisia, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@tunisiassoccertravel.com,+216 2 6543 321,https://www.tunisiassoccertravel.com
472,Algeria Soccer Travel,"Algeria club logistics, CAF regional tournaments, Youth soccer scouting","MC Alger, USM Alger, JS Kabylie, African teams, FIFA scouts","Algeria, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@algeriasoccertravel.com,+213 2 6543 321,https://www.algeriasoccertravel.com
473,Morocco Soccer Travel,"Morocco club logistics, CAF Champions League, Youth player scouting","Wydad Casablanca, Raja Casablanca, FUS Rabat, FIFA scouts","Morocco, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@moroccosoccertravel.com,+212 2 6543 321,https://www.moroccosoccertravel.com
474,Egypt Soccer Travel,"Egypt club logistics, CAF Champions League, Youth soccer scouting","Al Ahly, Zamalek, Pyramids FC, FIFA scouts","Egypt, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@egyptsoccertravel.com,+20 2 6543 321,https://www.egyptsoccertravel.com
475,Sudan Soccer Travel,"Sudan club logistics, CAF Champions League, Youth player scouting","Al Hilal Omdurman, Al-Merrikh SC, Sudanese teams, FIFA scouts","Sudan, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@sudansoccertravel.com,+249 2 6543 321,https://www.sudansoccertravel.com
476,Ethiopia Soccer Travel,"Ethiopia club logistics, CAF regional tournaments, Youth player scouting","Ethiopia Premier League clubs, East African teams, FIFA scouts","Ethiopia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@ethiopiasoccertravel.com,+251 2 6543 321,https://www.ethiopiasoccertravel.com
477,South Africa Soccer Travel,"South Africa club logistics, PSL tournaments, CAF Champions League","Mamelodi Sundowns, Kaizer Chiefs, Orlando Pirates, FIFA scouts","South Africa, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@southafricasoccertravel.com,+27 2 6543 321,https://www.southafricasoccertravel.com
478,Kenya Soccer Travel,"Kenya club logistics, CECAFA tournaments, Youth soccer scouting","Gor Mahia, AFC Leopards, Kenyan national team, FIFA scouts","Kenya, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@kenyasoccertravel.com,+254 2 6543 321,https://www.kenyasoccertravel.com
479,Nigeria Soccer Travel,"Nigeria club logistics, CAF Champions League, Youth player scouting","Enyimba FC, Kano Pillars, Rivers United, FIFA scouts","Nigeria, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@nigeriasoccertravel.com,+234 2 6543 321,https://www.nigeriasoccertravel.com
480,Ghana Soccer Travel,"Ghana club logistics, CAF Champions League, Youth player scouting","Asante Kotoko, Hearts of Oak, Ghanaian national team, FIFA scouts","Ghana, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@ghanasoccertravel.com,+233 2 6543 321,https://www.ghanasoccertravel.com
481,Senegal Soccer Travel,"Senegal club logistics, CAF Champions League, Youth player scouting","ASC Jaraaf, Génération Foot, Senegalese national team, FIFA scouts","Senegal, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@senegalsoccertravel.com,+221 2 6543 321,https://www.senegalsoccertravel.com
482,Mali Soccer Travel,"Mali club logistics, CAF regional tournaments, Youth soccer scouting","Stade Malien, Djoliba AC, Malian national team, FIFA scouts","Mali, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@malisoccertravel.com,+223 2 6543 321,https://www.malisoccertravel.com
483,Ivory Coast Soccer Travel,"Ivory Coast club logistics, CAF Champions League, Youth player scouting","ASEC Mimosas, AFAD Djékanou, Ivorian national team, FIFA scouts","Ivory Coast, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@ivorycoastsoccertravel.com,+225 2 6543 321,https://www.ivorycoastsoccertravel.com
484,Angola Soccer Travel,"Angola club logistics, CAF Champions League, Youth player scouting","Petro de Luanda, Primeiro de Agosto, FIFA scouts","Angola, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@angolasoccertravel.com,+244 2 6543 321,https://www.angolasoccertravel.com
485,Tanzania Soccer Travel,"Tanzania club logistics, CECAFA tournaments, Youth player scouting","Simba SC, Young Africans SC, Tanzanian national team, FIFA scouts","Tanzania, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@tanzaniasoccertravel.com,+255 2 6543 321,https://www.tanzaniasoccertravel.com
486,Zambia Elite Soccer Travel,"Zambia club logistics, CAF Champions League, Youth player scouting","ZESCO United, Nkana FC, Zambian national team, FIFA scouts","Zambia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@zambiasoccertravel.com,+260 2 6543 321,https://www.zambiasoccertravel.com
487,Mauritania Soccer Travel,"Mauritania club logistics, CAF qualifiers, Youth soccer scouting","FC Nouadhibou, Mauritanian national team, FIFA scouts","Mauritania, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@mauritaniasoccertravel.com,+222 2 6543 321,https://www.mauritaniasoccertravel.com
488,Cape Verde Soccer Travel,"Cape Verde club logistics, CAF regional tournaments, Youth player scouting","Académica do Mindelo, Cape Verdean national team, FIFA scouts","Cape Verde, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@capeverdesoccertravel.com,+238 2 6543 321,https://www.capeverdesoccertravel.com
489,Uganda Soccer Travel,"Uganda club logistics, CECAFA tournaments, Youth soccer scouting","Vipers SC, KCCA FC, Ugandan national team, FIFA scouts","Uganda, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@ugandasoccertravel.com,+256 2 6543 321,https://www.ugandasoccertravel.com
490,Guinea Soccer Travel,"Guinea club logistics, CAF Champions League, Youth player scouting","Horoya AC, Guinean national team, FIFA scouts","Guinea, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@guineasoccertravel.com,+224 2 6543 321,https://www.guineasoccertravel.com
491,Burundi Elite Soccer Travel,"Burundi club logistics, CAF regional tournaments, Youth player scouting","Vital'O FC, Burundi national team, FIFA scouts","Burundi, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@burundisoccertravel.com,+257 2 6543 321,https://www.burundisoccertravel.com
492,Rwanda Premier Soccer Travel,"Rwanda club logistics, CAF Champions League, Youth soccer scouting","APR FC, Rayon Sports, Rwandan national team, FIFA scouts","Rwanda, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@rwandasoccertravel.com,+250 2 6543 321,https://www.rwandasoccertravel.com
493,Chad Soccer Travel,"Chad club logistics, CAF qualifiers, Youth soccer scouting","Elect-Sport FC, Chad national team, FIFA scouts","Chad, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@chadsoccertravel.com,+235 2 6543 321,https://www.chadsoccertravel.com
494,Togo Soccer Travel,"Togo club logistics, CAF Champions League, Youth player scouting","AS Togo-Port, Togolese national team, FIFA scouts","Togo, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@togosoccertravel.com,+228 2 6543 321,https://www.togosoccertravel.com
495,Equatorial Guinea Soccer Travel,"Equatorial Guinea club logistics, CAF regional tournaments, Youth player scouting","Deportivo Mongomo, Equatorial Guinea national team, FIFA scouts","Equatorial Guinea, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@equatorialguineasoccertravel.com,+240 2 6543 321,https://www.equatorialguineasoccertravel.com
496,Benin Soccer Travel,"Benin club logistics, CAF qualifiers, Youth soccer scouting","Buffles du Borgou FC, Benin national team, FIFA scouts","Benin, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@beninsoccertravel.com,+229 2 6543 321,https://www.beninsoccertravel.com
497,Gabon Soccer Travel,"Gabon club logistics, CAF Champions League, Youth soccer scouting","CF Mounana, Gabonese national team, FIFA scouts","Gabon, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@gabonsoccertravel.com,+241 2 6543 321,https://www.gabonsoccertravel.com
498,Comoros Soccer Travel,"Comoros club logistics, CAF qualifiers, Youth player scouting","Comoros national team, FIFA scouts","Comoros, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@comorossoccertravel.com,+269 2 6543 321,https://www.comorossoccertravel.com
499,Djibouti Soccer Travel,"Djibouti club logistics, CAF regional tournaments, Youth soccer scouting","Djibouti national team, FIFA scouts","Djibouti, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@djiboutisoccertravel.com,+253 2 6543 321,https://www.djiboutisoccertravel.com
500,Eritrea Soccer Travel,"Eritrea club logistics, CAF qualifiers, Youth soccer scouting","Eritrea national team, FIFA scouts","Eritrea, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@eritreasoccertravel.com,+291 2 6543 321,https://www.eritreasoccertravel.com
501,São Tomé and Príncipe Soccer Travel,"São Tomé club logistics, CAF qualifiers, Youth soccer scouting","São Tomé national team, FIFA scouts","São Tomé and Príncipe, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@saotomesoccertravel.com,+239 2 6543 321,https://www.saotomesoccertravel.com
502,Liberia Soccer Travel,"Liberia club logistics, CAF Champions League, Youth player scouting","Liberian Premier League clubs, Liberian national team, FIFA scouts","Liberia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@liberiasoccertravel.com,+231 2 6543 321,https://www.liberiasoccertravel.com
503,Sierra Leone Soccer Travel,"Sierra Leone club logistics, CAF regional tournaments, Youth player scouting","Sierra Leone Premier League clubs, Sierra Leone national team, FIFA scouts","Sierra Leone, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@sierraleonesoccertravel.com,+232 2 6543 321,https://www.sierraleonesoccertravel.com
504,Malawi Soccer Travel,"Malawi club logistics, CAF Champions League, Youth player scouting","Big Bullets FC, Silver Strikers FC, Malawian national team, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawisoccertravel.com,+265 2 6543 321,https://www.malawisoccertravel.com
505,Somalia Soccer Travel,"Somalia club logistics, CAF qualifiers, Youth soccer scouting","Somalia Premier League clubs, Somalia national team, FIFA scouts","Somalia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@somaliasoccertravel.com,+252 2 6543 321,https://www.somaliasoccertravel.com
506,South Sudan Soccer Travel,"South Sudan club logistics, CAF regional tournaments, Youth player scouting","South Sudan Premier League clubs, South Sudan national team, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudansoccertravel.com,+211 2 6543 321,https://www.southsudansoccertravel.com
507,Eswatini Soccer Travel,"Eswatini club logistics, CAF qualifiers, Youth soccer scouting","Royal Leopards FC, Young Buffaloes FC, Eswatini national team, FIFA scouts","Eswatini (Swaziland), Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@eswatinisoccertravel.com,+268 2 6543 321,https://www.eswatinisoccertravel.com
508,Mozambique Soccer Travel,"Mozambique club logistics, CAF Champions League, Youth player scouting","UD Songo, Costa do Sol, Mozambique national team, FIFA scouts","Mozambique, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@mozambiquesoccertravel.com,+258 2 6543 321,https://www.mozambiquesoccertravel.com
509,Namibia Soccer Travel,"Namibia club logistics, CAF regional tournaments, Youth soccer scouting","African Stars FC, Black Africa SC, Namibia national team, FIFA scouts","Namibia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@namibiasoccertravel.com,+264 2 6543 321,https://www.namibiasoccertravel.com
510,Botswana Soccer Travel,"Botswana club logistics, CAF Champions League, Youth player scouting","Township Rollers FC, Gaborone United, Botswana national team, FIFA scouts","Botswana, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@botswanasoccertravel.com,+267 2 6543 321,https://www.botswanasoccertravel.com
511,Lesotho Soccer Travel,"Lesotho club logistics, CAF qualifiers, Youth player scouting","Bantu FC, Matlama FC, Lesotho national team, FIFA scouts","Lesotho, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@lesothosoccertravel.com,+266 2 6543 321,https://www.lesothosoccertravel.com
512,Reunion Soccer Travel,"Reunion club logistics, CAF regional tournaments, Youth soccer scouting","Saint-Pierroise, Reunion national team, FIFA scouts","Reunion, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@reunionsoccertravel.com,+262 2 6543 321,https://www.reunionsoccertravel.com
513,Seychelles Soccer Travel,"Seychelles club logistics, CAF qualifiers, Youth soccer scouting","Saint Michel United FC, Seychelles national team, FIFA scouts","Seychelles, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@seychellessoccertravel.com,+248 2 6543 321,https://www.seychellessoccertravel.com
514,Mayotte Soccer Travel,"Mayotte club logistics, CAF regional tournaments, Youth soccer scouting","Mayotte national team, FIFA scouts","Mayotte, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@mayottesoccertravel.com,+269 2 6543 321,https://www.mayottesoccertravel.com
515,Zanzibar Soccer Travel,"Zanzibar club logistics, CECAFA tournaments, Youth player scouting","Zanzibar national team, Zanzibar Premier League clubs, FIFA scouts","Zanzibar, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@zanzibarsoccertravel.com,+255 2 6543 321,https://www.zanzibarsoccertravel.com
516,Eritrea Soccer Travel,"Eritrea club logistics, CAF qualifiers, Youth player scouting","Eritrea national team, FIFA scouts","Eritrea, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@eritreasoccertravel.com,+291 2 6543 321,https://www.eritreasoccertravel.com
517,Mauritius Soccer Travel,"Mauritius club logistics, CAF regional tournaments, Youth player scouting","Mauritius national team, Mauritian Premier League clubs, FIFA scouts","Mauritius, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@mauritiussoccertravel.com,+230 2 6543 321,https://www.mauritiussoccertravel.com
518,Sudan Soccer Travel,"Sudan club logistics, CAF Champions League, Youth soccer scouting","Al-Hilal Omdurman, Al-Merrikh SC, Sudanese national team, FIFA scouts","Sudan, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@sudansoccertravel.com,+249 2 6543 321,https://www.sudansoccertravel.com
519,Madagascar Soccer Travel,"Madagascar club logistics, CAF qualifiers, Youth player scouting","Madagascar Premier League clubs, Madagascar national team, FIFA scouts","Madagascar, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@madagascarsoccertravel.com,+261 2 6543 321,https://www.madagascarsoccertravel.com
520,Central African Republic Soccer Travel,"Central African Republic club logistics, CAF regional tournaments, Youth player scouting","CAF national team, Central African Republic Premier League clubs, FIFA scouts","Central African Republic, Africa","Hotels, Airlines, Soccer training academies",info@car-soccertravel.com,+236 2 6543 321,https://www.car-soccertravel.com
521,Gambia Soccer Travel,"Gambia club logistics, CAF Champions League, Youth player scouting","Gambia national team, Real de Banjul FC, Wallidan FC, FIFA scouts","Gambia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@gambiasoccertravel.com,+220 2 6543 321,https://www.gambiasoccertravel.com
522,Guinea-Bissau Soccer Travel,"Guinea-Bissau club logistics, CAF regional tournaments, Youth soccer scouting","Guinea-Bissau national team, Sport Bissau e Benfica, FIFA scouts","Guinea-Bissau, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@guineabissausoccertravel.com,+245 2 6543 321,https://www.guineabissausoccertravel.com
523,Tanzania Elite Soccer Travel,"Tanzania club logistics, CAF Champions League, Youth player scouting","Tanzanian national team, Simba SC, Young Africans SC, FIFA scouts","Tanzania, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@tanzaniasoccertravel.com,+255 2 6543 321,https://www.tanzaniasoccertravel.com
524,Rwanda Soccer Travel,"Rwanda club logistics, CAF qualifiers, Youth player scouting","Rwanda national team, APR FC, Rayon Sports, FIFA scouts","Rwanda, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@rwandasoccertravel.com,+250 2 6543 321,https://www.rwandasoccertravel.com
525,Botswana Soccer Travel,"Botswana club logistics, CAF Champions League, Youth player scouting","Botswana national team, Township Rollers FC, Gaborone United, FIFA scouts","Botswana, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@botswanasoccertravel.com,+267 2 6543 321,https://www.botswanasoccertravel.com
526,Burkina Faso Soccer Travel,"Burkina Faso club logistics, CAF regional tournaments, Youth player scouting","Burkina Faso national team, ASFA Yennenga, Salitas FC, FIFA scouts","Burkina Faso, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@burkinafasosoccertravel.com,+226 2 6543 321,https://www.burkinafasosoccertravel.com
527,Zambia Soccer Travel,"Zambia club logistics, CAF Champions League, Youth player scouting","Zambian national team, ZESCO United, Nkana FC, FIFA scouts","Zambia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@zambiasoccertravel.com,+260 2 6543 321,https://www.zambiasoccertravel.com
528,Cape Verde Soccer Travel,"Cape Verde club logistics, CAF regional tournaments, Youth player scouting","Cape Verde national team, Académica do Mindelo, FIFA scouts","Cape Verde, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@capeverdesoccertravel.com,+238 2 6543 321,https://www.capeverdesoccertravel.com
529,Malawi Soccer Travel,"Malawi club logistics, CAF qualifiers, Youth player scouting","Malawi national team, Big Bullets FC, Silver Strikers FC, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawisoccertravel.com,+265 2 6543 321,https://www.malawisoccertravel.com
530,Djibouti Soccer Travel,"Djibouti club logistics, CAF regional tournaments, Youth soccer scouting","Djibouti national team, FIFA scouts","Djibouti, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@djiboutisoccertravel.com,+253 2 6543 321,https://www.djiboutisoccertravel.com
531,Sudan Premier Soccer Travel,"Sudan club logistics, CAF Champions League, Youth player scouting","Al Hilal Omdurman, Al-Merrikh SC, Sudanese national team, FIFA scouts","Sudan, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@sudansoccertravel.com,+249 2 6543 321,https://www.sudansoccertravel.com
532,Mauritania Elite Soccer Travel,"Mauritania club logistics, CAF qualifiers, Youth soccer scouting","FC Nouadhibou, Mauritanian national team, FIFA scouts","Mauritania, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@mauritaniasoccertravel.com,+222 2 6543 321,https://www.mauritaniasoccertravel.com
533,Madagascar Soccer Travel,"Madagascar club logistics, CAF qualifiers, Youth player scouting","Fosa Juniors FC, Malagasy national team, FIFA scouts","Madagascar, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@madagascarsoccertravel.com,+261 2 6543 321,https://www.madagascarsoccertravel.com
534,Ethiopia Soccer Travel,"Ethiopia club logistics, CECAFA tournaments, Youth soccer scouting","Ethiopian Coffee SC, St. George FC, Ethiopian national team, FIFA scouts","Ethiopia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@ethiopiasoccertravel.com,+251 2 6543 321,https://www.ethiopiasoccertravel.com
535,Mozambique Soccer Travel,"Mozambique club logistics, CAF Champions League, Youth player scouting","UD Songo, Costa do Sol, Mozambique national team, FIFA scouts","Mozambique, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@mozambiquesoccertravel.com,+258 2 6543 321,https://www.mozambiquesoccertravel.com
536,Somalia Soccer Travel,"Somalia club logistics, CAF qualifiers, Youth soccer scouting","Horseed FC, Somalia national team, FIFA scouts","Somalia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@somaliasoccertravel.com,+252 2 6543 321,https://www.somaliasoccertravel.com
537,South Sudan Soccer Travel,"South Sudan club logistics, CAF regional tournaments, Youth player scouting","Al-Salam Wau, South Sudan national team, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudansoccertravel.com,+211 2 6543 321,https://www.southsudansoccertravel.com
538,Sierra Leone Soccer Travel,"Sierra Leone club logistics, CAF regional tournaments, Youth player scouting","East End Lions FC, Sierra Leone national team, FIFA scouts","Sierra Leone, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@sierraleonesoccertravel.com,+232 2 6543 321,https://www.sierraleonesoccertravel.com
539,Liberia Soccer Travel,"Liberia club logistics, CAF Champions League, Youth player scouting","LPRC Oilers, Liberian national team, FIFA scouts","Liberia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@liberiasoccertravel.com,+231 2 6543 321,https://www.liberiasoccertravel.com
540,Cape Verde Soccer Travel,"Cape Verde club logistics, CAF regional tournaments, Youth player scouting","Academica do Mindelo, Cape Verde national team, FIFA scouts","Cape Verde, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@capeverdesoccertravel.com,+238 2 6543 321,https://www.capeverdesoccertravel.com
541,Comoros Soccer Travel,"Comoros club logistics, CAF qualifiers, Youth player scouting","Comoros national team, Volcan Club, FIFA scouts","Comoros, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@comorossoccertravel.com,+269 2 6543 321,https://www.comorossoccertravel.com
542,Djibouti Soccer Travel,"Djibouti club logistics, CAF regional tournaments, Youth player scouting","Djibouti national team, AS Arta Solar 7, FIFA scouts","Djibouti, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@djiboutisoccertravel.com,+253 2 6543 321,https://www.djiboutisoccertravel.com
543,Togo Soccer Travel,"Togo club logistics, CAF Champions League, Youth player scouting","Togolese national team, ASKO de Kara, FIFA scouts","Togo, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@togosoccertravel.com,+228 2 6543 321,https://www.togosoccertravel.com
544,Guinea Soccer Travel,"Guinea club logistics, CAF Champions League, Youth player scouting","Guinean national team, Horoya AC, FIFA scouts","Guinea, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@guineasoccertravel.com,+224 2 6543 321,https://www.guineasoccertravel.com
545,Benin Soccer Travel,"Benin club logistics, CAF qualifiers, Youth soccer scouting","Beninese national team, Buffles du Borgou FC, FIFA scouts","Benin, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@beninsoccertravel.com,+229 2 6543 321,https://www.beninsoccertravel.com
546,Equatorial Guinea Soccer Travel,"Equatorial Guinea club logistics, CAF regional tournaments, Youth player scouting","Equatorial Guinea national team, Deportivo Mongomo, FIFA scouts","Equatorial Guinea, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@equatorialguineasoccertravel.com,+240 2 6543 321,https://www.equatorialguineasoccertravel.com
547,Lesotho Soccer Travel,"Lesotho club logistics, CAF qualifiers, Youth player scouting","Lesotho national team, Bantu FC, FIFA scouts","Lesotho, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@lesothosoccertravel.com,+266 2 6543 321,https://www.lesothosoccertravel.com
548,Seychelles Soccer Travel,"Seychelles club logistics, CAF qualifiers, Youth soccer scouting","Seychelles national team, Saint Michel United FC, FIFA scouts","Seychelles, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@seychellessoccertravel.com,+248 2 6543 321,https://www.seychellessoccertravel.com
549,Mauritius Soccer Travel,"Mauritius club logistics, CAF regional tournaments, Youth player scouting","Mauritius national team, AS Port-Louis 2000, FIFA scouts","Mauritius, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@mauritiussoccertravel.com,+230 2 6543 321,https://www.mauritiussoccertravel.com
550,Zanzibar Soccer Travel,"Zanzibar club logistics, CECAFA tournaments, Youth soccer scouting","Zanzibar national team, Zanzibar Premier League clubs, FIFA scouts","Zanzibar, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@zanzibarsoccertravel.com,+255 2 6543 321,https://www.zanzibarsoccertravel.com
551,Burundi Soccer Travel,"Burundi club logistics, CAF qualifiers, Youth player scouting","Burundi national team, Vital'O FC, FIFA scouts","Burundi, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@burundisoccertravel.com,+257 2 6543 321,https://www.burundisoccertravel.com
552,Gabon Soccer Travel,"Gabon club logistics, CAF Champions League, Youth player scouting","Gabonese national team, CF Mounana, FIFA scouts","Gabon, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@gabonsoccertravel.com,+241 2 6543 321,https://www.gabonsoccertravel.com
553,Chad Soccer Travel,"Chad club logistics, CAF regional tournaments, Youth player scouting","Chad national team, Elect-Sport FC, FIFA scouts","Chad, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@chadsoccertravel.com,+235 2 6543 321,https://www.chadsoccertravel.com
554,Niger Soccer Travel,"Niger club logistics, CAF qualifiers, Youth player scouting","Niger national team, ASN Nigelec, FIFA scouts","Niger, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@nigersoccertravel.com,+227 2 6543 321,https://www.nigersoccertravel.com
